_id,productId,productName,price,size,color,fabric,productDescription,availableStock,averageRating,categoryName,promoName,discountPercentage
65e723db2b05f3456f8e3b16,303,Chemise élégante - Classe,91.09,L,Rayures fines,Coton,Chemise élégante en coton pour un style raffiné.,56,3.1,Chemise,Nouvel An,18
65e723db2b05f3456f8e3b17,304,Pantalon de survêtement - Sportif,79.75,XL,Bleu roi,Polyester,Pantalon de survêtement sportif pour un look décontracté.,80,4.31,Sportswear,Spécial Anniversaire,10
65e723db2b05f3456f8e3b18,305,T-shirt basique - Décontracté,40.62,XXS,Jaune,Coton,T-shirt décontracté en coton pour un look confortable.,40,1.01,T-shirt,Promo d'Automne,15
65e723db2b05f3456f8e3b19,306,Parka imperméable - Chaud,61.41,XXL,Noir,Nylon,Parka imperméable pour rester au chaud par temps humide.,46,1.5,Manteau,Cyber Monday,25
65e723db2b05f3456f8e3b1a,307,Chemisier à col lavallière - Classe,50.24,S,Imprimé floral,Soie,Chemisier à col lavallière classe pour un look féminin.,39,4.44,Chemisier,Solde de noël,40
65e723db2b05f3456f8e3b1b,308,Short en jean - Décontracté,23.23,L,Bleu délavé,Denim,Short en jean décontracté pour un look estival.,60,1.76,Short,Halloween,20
65e723db2b05f3456f8e3b1c,309,Pantalon de survêtement - Sportif,31.8,M,Noir,Polyester,Pantalon de survêtement sportif pour un look décontracté.,61,4.18,Sportswear,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b1d,310,Parka imperméable - Chaud,77.2,M,Vert foncé,Nylon,Parka imperméable pour rester au chaud par temps humide.,43,2.95,Manteau,Rentrée Scolaire,50
65e723db2b05f3456f8e3b1e,311,Blazer ajusté - Chic,79.98,M,Noir,Polyester,Blazer ajusté chic pour un look professionnel.,21,3.09,Blazer,Saint-Patrick,20
65e723db2b05f3456f8e3b1f,312,Blazer ajusté - Chic,13.27,L,Blanc,Polyester,Blazer ajusté chic pour un look professionnel.,64,3.73,Blazer,Solde d'été,40
65e723db2b05f3456f8e3b20,313,Manteau en laine - Chaud,25.1,L,Noir,Laine,Manteau en laine pour rester au chaud avec style.,92,4.33,Manteau,Spécial Étudiants,10
65e723db2b05f3456f8e3b21,314,Sweat à capuche oversize - Oversize,1.11,XXL,Rose pâle,Coton,Sweat à capuche oversize pour un confort maximal.,68,0.87,Pull,Promo Flash,30
65e723db2b05f3456f8e3b22,315,Parka imperméable - Chaud,85.33,M,Noir,Nylon,Parka imperméable pour rester au chaud par temps humide.,67,4.13,Manteau,Back to School,15
65e723db2b05f3456f8e3b23,316,Pyjama en jersey - Confortable,99.75,S,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,54,3.8,Pyjama,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b24,317,Legging de sport - Sportif,49.42,L,Noir,Spandex,Legging de sport pour un look dynamique.,70,3.54,Sportswear,Black Friday,30
65e723db2b05f3456f8e3b25,318,Pantalon taille haute - Vintage,56.73,XXL,Carreaux rétro,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,21,0.95,Pantalon,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b26,319,Legging de sport - Sportif,11.87,S,Imprimé camouflage,Spandex,Legging de sport pour un look dynamique.,51,2.94,Sportswear,Cyber Monday,25
65e723db2b05f3456f8e3b27,320,T-shirt basique - Décontracté,79.34,L,Blanc,Coton,T-shirt décontracté en coton pour un look confortable.,40,1.96,T-shirt,Black Friday,30
65e723db2b05f3456f8e3b28,321,T-shirt à manches longues - Décontracté,11.42,XL,Blanc,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,31,3.86,T-shirt,Saint-Patrick,20
65e723db2b05f3456f8e3b29,322,Veste en velours - Vintage,44.93,XXL,Marron,Velours,Veste en velours vintage pour une touche rétro.,21,1.7,Veste,Spécial Anniversaire,10
65e723db2b05f3456f8e3b2a,323,Short de sport - Sportif,43.63,L,Gris,Polyester,Short de sport pour un look dynamique.,6,0.75,Sportswear,Promo d'Automne,15
65e723db2b05f3456f8e3b2b,324,Chemise oversize - Oversize,40.49,L,Rose pâle,Coton,Chemise oversize pour un style décontracté.,86,3.08,Chemise,Solde d'hiver,35
65e723db2b05f3456f8e3b2c,325,Blouse en soie - Classe,20.02,S,Rouge,Soie,Blouse en soie pour un look classe et féminin.,17,3.34,Chemisier,Rentrée Scolaire,50
65e723db2b05f3456f8e3b2d,326,Jupe crayon - Chic,94.61,M,Gris,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,49,0.91,Jupe,Fête du Travail,10
65e723db2b05f3456f8e3b2e,327,Jupe plissée - Chic,93.73,L,Blanc,Polyester,Jupe plissée chic pour un look féminin.,67,2.65,Jupe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b2f,328,Pyjama en jersey - Confortable,78.41,XL,Rayures fines,Jersey,Pyjama en jersey pour une nuit confortable.,16,1.56,Pyjama,Rentrée Scolaire,50
65e723db2b05f3456f8e3b30,329,Pyjama en jersey - Confortable,63.51,L,Vert menthe,Jersey,Pyjama en jersey pour une nuit confortable.,55,4.34,Pyjama,Saint-Patrick,20
65e723db2b05f3456f8e3b31,330,Blouse en soie - Classe,32.7,L,Blanc,Soie,Blouse en soie pour un look classe et féminin.,24,1.69,Chemisier,Cyber Monday,25
65e723db2b05f3456f8e3b32,331,Pantalon taille haute - Vintage,62.08,M,Vert forêt,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,91,3.41,Pantalon,Back to School,15
65e723db2b05f3456f8e3b33,332,Sweat à capuche oversize - Oversize,75.25,L,Bleu marine,Coton,Sweat à capuche oversize pour un confort maximal.,98,3.37,Pull,Nouvel An,18
65e723db2b05f3456f8e3b34,333,Veste en jean - Vintage,68.19,M,Marron,Denim,Veste en jean vintage pour un look rétro.,92,2.84,Denim,Saint-Patrick,20
65e723db2b05f3456f8e3b35,334,Robe cocktail - Élégant,91.26,XS,Noir,Polyester,Robe cocktail élégante pour les occasions spéciales.,32,1.93,Robe,Semaine du Client,20
65e723db2b05f3456f8e3b36,335,Veste en velours - Vintage,47.95,XXL,Bordeaux,Velours,Veste en velours vintage pour une touche rétro.,2,4.2,Veste,Solde d'hiver,35
65e723db2b05f3456f8e3b37,336,Chemisier à col lavallière - Classe,78.51,M,Noir,Soie,Chemisier à col lavallière classe pour un look féminin.,93,4.01,Chemisier,Halloween,20
65e723db2b05f3456f8e3b38,337,Parka imperméable - Chaud,28.36,L,Gris,Nylon,Parka imperméable pour rester au chaud par temps humide.,1,4.26,Manteau,Cyber Monday,25
65e723db2b05f3456f8e3b39,338,Pantalon taille haute - Vintage,95.05,XXL,Bleu marine,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,62,1.56,Pantalon,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b3a,339,Legging de sport - Sportif,53.96,XL,Imprimé camouflage,Spandex,Legging de sport pour un look dynamique.,66,0.75,Sportswear,Semaine du Client,20
65e723db2b05f3456f8e3b3b,340,Robe cocktail - Élégant,20.58,XL,Noir,Polyester,Robe cocktail élégante pour les occasions spéciales.,47,1.59,Robe,Spécial Anniversaire,10
65e723db2b05f3456f8e3b3c,341,Pantalon de survêtement - Sportif,95,XXL,Vert kaki,Polyester,Pantalon de survêtement sportif pour un look décontracté.,69,3.37,Sportswear,Nouvel An,18
65e723db2b05f3456f8e3b3d,342,Veste en velours - Vintage,83.53,M,Bleu nuit,Velours,Veste en velours vintage pour une touche rétro.,26,1.72,Veste,Back to School,15
65e723db2b05f3456f8e3b3e,343,Chemisier à col lavallière - Classe,83.09,S,Bleu ciel,Soie,Chemisier à col lavallière classe pour un look féminin.,84,0.55,Chemisier,Printemps Fleuri,20
65e723db2b05f3456f8e3b3f,344,Chemise oversize - Oversize,84.88,S,Bleu clair,Coton,Chemise oversize pour un style décontracté.,56,1,Chemise,Solde d'été,40
65e723db2b05f3456f8e3b40,345,Pantalon taille haute - Vintage,75.15,L,Carreaux rétro,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,16,2.34,Pantalon,Vacances d'été,25
65e723db2b05f3456f8e3b41,346,Tunique brodée - Bohème,60.81,M,Ivoire,Coton,Tunique brodée bohème pour un style décontracté.,4,1.59,Tunique,Semaine du Client,20
65e723db2b05f3456f8e3b42,347,Pull en tricot oversize - Oversize,3.72,XXL,Beige,Acrylique,Pull en tricot oversize pour un confort maximal.,20,2.5,Pull,Saint-Patrick,20
65e723db2b05f3456f8e3b43,348,Chemise oversize - Oversize,92.79,XL,Rose pâle,Coton,Chemise oversize pour un style décontracté.,94,1.69,Chemise,Promo d'Automne,15
65e723db2b05f3456f8e3b44,349,Ensemble de jogging - Sportif,8.26,L,Blanc,Polyester,Ensemble de jogging sportif pour un style décontracté.,56,3.33,Sportswear,Promo d'Automne,15
65e723db2b05f3456f8e3b45,350,Pull en tricot oversize - Oversize,30.36,S,Gris clair,Acrylique,Pull en tricot oversize pour un confort maximal.,95,4.26,Pull,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b46,351,Pull en tricot oversize - Oversize,11.99,L,Gris clair,Acrylique,Pull en tricot oversize pour un confort maximal.,67,0.65,Pull,Halloween,20
65e723db2b05f3456f8e3b47,352,Robe cocktail - Élégant,0.21,M,Noir,Polyester,Robe cocktail élégante pour les occasions spéciales.,54,0.88,Robe,Saint-Valentin,15
65e723db2b05f3456f8e3b48,353,Pantalon de survêtement - Sportif,4.6,L,Rouge,Polyester,Pantalon de survêtement sportif pour un look décontracté.,59,1.87,Sportswear,Solde de noël,40
65e723db2b05f3456f8e3b49,354,Short en jean - Décontracté,89.71,L,Vert,Denim,Short en jean décontracté pour un look estival.,46,2.02,Short,Back to School,15
65e723db2b05f3456f8e3b4a,355,T-shirt basique - Décontracté,67.52,XXL,Gris,Coton,T-shirt décontracté en coton pour un look confortable.,9,1.98,T-shirt,Printemps Fleuri,20
65e723db2b05f3456f8e3b4b,356,Chemisier à col lavallière - Classe,0.73,M,Rose poudré,Soie,Chemisier à col lavallière classe pour un look féminin.,57,3.66,Chemisier,Solde d'hiver,35
65e723db2b05f3456f8e3b4c,357,Veste en velours - Vintage,13.32,M,Rose antique,Velours,Veste en velours vintage pour une touche rétro.,77,2.47,Veste,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b4d,358,Pyjama en flanelle - Confortable,60.16,M,Rose pâle,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,36,4.46,Pyjama,Nouvel An,18
65e723db2b05f3456f8e3b4e,359,Parka imperméable - Chaud,65.17,L,Noir,Nylon,Parka imperméable pour rester au chaud par temps humide.,22,0.95,Manteau,Vacances d'été,25
65e723db2b05f3456f8e3b4f,360,Pull en tricot oversize - Oversize,75.83,L,Mauve,Acrylique,Pull en tricot oversize pour un confort maximal.,77,1.28,Pull,Promo d'Automne,15
65e723db2b05f3456f8e3b50,361,Blazer ajusté - Chic,99.08,XL,Bordeaux,Polyester,Blazer ajusté chic pour un look professionnel.,92,4.1,Blazer,Black Friday,30
65e723db2b05f3456f8e3b51,362,Chemise élégante - Classe,62.9,XL,Noir,Coton,Chemise élégante en coton pour un style raffiné.,48,3.59,Chemise,Solde d'été,40
65e723db2b05f3456f8e3b52,363,T-shirt basique - Décontracté,97.28,XXL,Gris,Coton,T-shirt décontracté en coton pour un look confortable.,24,2.93,T-shirt,Spécial Étudiants,10
65e723db2b05f3456f8e3b53,364,T-shirt basique - Décontracté,62.87,S,Blanc,Coton,T-shirt décontracté en coton pour un look confortable.,39,1.75,T-shirt,Nouvel An,18
65e723db2b05f3456f8e3b54,365,Short en jean - Décontracté,4.02,M,Jaune,Denim,Short en jean décontracté pour un look estival.,46,2.44,Short,Semaine du Client,20
65e723db2b05f3456f8e3b55,366,Legging de sport - Sportif,25.4,L,Rouge,Spandex,Legging de sport pour un look dynamique.,96,1.4,Sportswear,Fête du Travail,10
65e723db2b05f3456f8e3b56,367,Short en lin - Décontracté,60.97,S,Beige,Lin,Short décontracté en lin pour les journées ensoleillées.,56,2.05,Short,Semaine du Client,20
65e723db2b05f3456f8e3b57,368,Pyjama en flanelle - Confortable,8.62,S,Bleu ciel,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,27,0.69,Pyjama,Back to School,15
65e723db2b05f3456f8e3b58,369,Robe cocktail - Élégant,25.6,XS,Argenté,Polyester,Robe cocktail élégante pour les occasions spéciales.,1,4.21,Robe,Rentrée Scolaire,50
65e723db2b05f3456f8e3b59,370,Short en lin - Décontracté,49.2,S,Kaki,Lin,Short décontracté en lin pour les journées ensoleillées.,52,0.66,Short,Rentrée Scolaire,50
65e723db2b05f3456f8e3b5a,371,Robe de soirée - Élégant,40.24,M,Or,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,34,3.2,Robe,Solde de noël,40
65e723db2b05f3456f8e3b5b,372,Veste en velours - Vintage,20.43,L,Vert forêt,Velours,Veste en velours vintage pour une touche rétro.,88,0.5,Veste,Promo Flash,30
65e723db2b05f3456f8e3b5c,373,Pull en tricot oversize - Oversize,65.84,XL,Mauve,Acrylique,Pull en tricot oversize pour un confort maximal.,60,4.03,Pull,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b5d,374,Chemisier à col lavallière - Classe,26.26,L,Blanc,Soie,Chemisier à col lavallière classe pour un look féminin.,68,0.82,Chemisier,Back to School,15
65e723db2b05f3456f8e3b5e,375,Ensemble de jogging - Sportif,64.8,M,Rouge,Polyester,Ensemble de jogging sportif pour un style décontracté.,73,4.44,Sportswear,Fête du Travail,10
65e723db2b05f3456f8e3b5f,376,Pantalon taille haute - Vintage,99.06,XL,Bleu marine,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,88,1.8,Pantalon,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b60,377,Costume deux pièces - Élégant,79.91,XXL,Gris anthracite,Laine mélangée,Costume deux pièces élégant pour une allure sophistiquée.,25,0.85,Costume,Printemps Fleuri,20
65e723db2b05f3456f8e3b61,378,Robe midi - Élégant,22.8,XS,Noir,Polyester,Robe midi élégante pour un look tendance.,68,3.34,Robe,Promo d'Automne,15
65e723db2b05f3456f8e3b62,379,Pyjama en flanelle - Confortable,18.76,L,Vert pastel,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,11,4.46,Pyjama,Halloween,20
65e723db2b05f3456f8e3b63,380,Chemise oversize - Oversize,49.9,L,Gris chiné,Coton,Chemise oversize pour un style décontracté.,14,2.48,Chemise,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b64,381,Robe de soirée - Élégant,80.89,XL,Noir,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,0,4.17,Robe,Solde d'hiver,35
65e723db2b05f3456f8e3b65,382,Veste en velours - Vintage,1.06,L,Bordeaux,Velours,Veste en velours vintage pour une touche rétro.,47,3.02,Veste,Semaine du Client,20
65e723db2b05f3456f8e3b66,383,Manteau en laine - Chaud,85.13,XL,Bleu marine,Laine,Manteau en laine pour rester au chaud avec style.,63,2.25,Manteau,Printemps Fleuri,20
65e723db2b05f3456f8e3b67,384,Chemisier à volants - Chic,80.23,S,Bleu ciel,Coton,Chemisier à volants chic pour une allure féminine.,67,4.34,Chemisier,Black Friday,30
65e723db2b05f3456f8e3b68,385,Costume deux pièces - Élégant,21.89,XL,Bordeaux,Laine mélangée,Costume deux pièces élégant pour une allure sophistiquée.,13,2.94,Costume,Spécial Anniversaire,10
65e723db2b05f3456f8e3b69,386,T-shirt basique - Décontracté,23.21,XXXL,Vert,Coton,T-shirt décontracté en coton pour un look confortable.,75,3.13,T-shirt,Fête des Mères,15
65e723db2b05f3456f8e3b6a,387,Blouse en soie - Classe,22.22,S,Noir,Soie,Blouse en soie pour un look classe et féminin.,10,3.17,Chemisier,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b6b,388,Pantalon de survêtement - Sportif,11.41,XXL,Gris,Polyester,Pantalon de survêtement sportif pour un look décontracté.,30,3.18,Sportswear,Spécial Anniversaire,10
65e723db2b05f3456f8e3b6c,389,Chemise oversize - Oversize,84.2,XL,Bleu clair,Coton,Chemise oversize pour un style décontracté.,98,3.31,Chemise,Promo d'Automne,15
65e723db2b05f3456f8e3b6d,390,Short de sport - Sportif,5.32,S,Blanc,Polyester,Short de sport pour un look dynamique.,50,2.34,Sportswear,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b6e,391,Jupe crayon - Chic,70.86,L,Blanc,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,0,1.5,Jupe,Vacances d'été,25
65e723db2b05f3456f8e3b6f,392,Pyjama en flanelle - Confortable,26.78,M,Bleu ciel,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,30,4.39,Pyjama,Rentrée Scolaire,50
65e723db2b05f3456f8e3b70,393,Jupe plissée - Chic,10.05,S,Noir,Polyester,Jupe plissée chic pour un look féminin.,99,2.76,Jupe,Semaine du Client,20
65e723db2b05f3456f8e3b71,394,Robe midi - Élégant,72.01,L,Imprimé géométrique,Polyester,Robe midi élégante pour un look tendance.,42,2.11,Robe,Cadeau Gratuit,5
65e723db2b05f3456f8e3b72,395,Blazer ajusté - Chic,4.55,L,Bordeaux,Polyester,Blazer ajusté chic pour un look professionnel.,48,1.19,Blazer,Spécial Étudiants,10
65e723db2b05f3456f8e3b73,396,Manteau en laine - Chaud,96.54,M,Gris,Laine,Manteau en laine pour rester au chaud avec style.,12,1.26,Manteau,Vacances d'été,25
65e723db2b05f3456f8e3b74,397,Blouse en soie - Classe,14.8,L,Rouge,Soie,Blouse en soie pour un look classe et féminin.,64,1.41,Chemisier,Vacances d'été,25
65e723db2b05f3456f8e3b75,398,Chemisier à volants - Chic,68.55,S,Imprimé floral,Coton,Chemisier à volants chic pour une allure féminine.,59,4.03,Chemisier,Back to School,15
65e723db2b05f3456f8e3b76,399,Pyjama en flanelle - Confortable,36.2,XL,Vert pastel,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,1,3.08,Pyjama,Spécial Étudiants,10
65e723db2b05f3456f8e3b77,400,Robe longue fluide - Bohème,68.24,L,Jaune moutarde,Viscose,Robe longue fluide pour un style bohème décontracté.,61,1.69,Robe,Promo Flash,30
65e723db2b05f3456f8e3b78,401,Chemise oversize - Oversize,10.41,XL,Rose pâle,Coton,Chemise oversize pour un style décontracté.,6,1.18,Chemise,Fête des Mères,15
65e723db2b05f3456f8e3b79,402,Chemise élégante - Classe,88.35,S,Rose pâle,Coton,Chemise élégante en coton pour un style raffiné.,77,2.38,Chemise,Cyber Monday,25
65e723db2b05f3456f8e3b7a,403,Pull en tricot oversize - Oversize,51.48,M,Mauve,Acrylique,Pull en tricot oversize pour un confort maximal.,55,3.69,Pull,Spécial Étudiants,10
65e723db2b05f3456f8e3b7b,404,Robe longue fluide - Bohème,97.13,M,Violet,Viscose,Robe longue fluide pour un style bohème décontracté.,44,3.19,Robe,Nouvel An,18
65e723db2b05f3456f8e3b7c,405,Robe de soirée - Élégant,37.45,XL,Noir,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,51,4.31,Robe,Nouvel An,18
65e723db2b05f3456f8e3b7d,406,Chemisier à col lavallière - Classe,52.01,L,Rose poudré,Soie,Chemisier à col lavallière classe pour un look féminin.,0,2.12,Chemisier,Promo d'Automne,15
65e723db2b05f3456f8e3b7e,407,Pull en tricot oversize - Oversize,74.93,L,Beige,Acrylique,Pull en tricot oversize pour un confort maximal.,91,0.5,Pull,Spécial Anniversaire,10
65e723db2b05f3456f8e3b7f,408,Pull en tricot oversize - Oversize,24.86,M,Gris clair,Acrylique,Pull en tricot oversize pour un confort maximal.,72,1.63,Pull,Halloween,20
65e723db2b05f3456f8e3b80,409,Chemise oversize - Oversize,51.68,M,Gris chiné,Coton,Chemise oversize pour un style décontracté.,4,1.09,Chemise,Spécial Étudiants,10
65e723db2b05f3456f8e3b81,410,Robe longue fluide - Bohème,78.5,M,Bleu ciel,Viscose,Robe longue fluide pour un style bohème décontracté.,31,3.04,Robe,Nouvel An,18
65e723db2b05f3456f8e3b82,411,Chemise élégante - Classe,15.11,M,Rayures fines,Coton,Chemise élégante en coton pour un style raffiné.,44,2.16,Chemise,Solde d'hiver,35
65e723db2b05f3456f8e3b83,412,Blouse en soie - Classe,93.65,L,Rouge,Soie,Blouse en soie pour un look classe et féminin.,2,3.61,Chemisier,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b84,413,Chemisier à col lavallière - Classe,67.98,S,Blanc,Soie,Chemisier à col lavallière classe pour un look féminin.,50,3.1,Chemisier,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b85,414,Chemisier à volants - Chic,64.3,S,Blanc,Coton,Chemisier à volants chic pour une allure féminine.,29,3.48,Chemisier,Solde d'hiver,35
65e723db2b05f3456f8e3b86,415,Robe longue fluide - Bohème,6.19,S,Vert olive,Viscose,Robe longue fluide pour un style bohème décontracté.,27,0.71,Robe,Spécial Anniversaire,10
65e723db2b05f3456f8e3b87,416,Robe de soirée - Élégant,11.99,XXL,Argent,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,11,1.21,Robe,Saint-Patrick,20
65e723db2b05f3456f8e3b88,417,Robe midi - Élégant,10.59,S,Noir,Polyester,Robe midi élégante pour un look tendance.,64,3.69,Robe,Back to School,15
65e723db2b05f3456f8e3b89,418,Pull en tricot oversize - Oversize,25.51,L,Bleu ciel,Acrylique,Pull en tricot oversize pour un confort maximal.,83,0.69,Pull,Black Friday,30
65e723db2b05f3456f8e3b8a,419,Blouse en soie - Classe,80.94,S,Noir,Soie,Blouse en soie pour un look classe et féminin.,71,1.27,Chemisier,Vacances d'été,25
65e723db2b05f3456f8e3b8b,420,Tunique brodée - Bohème,77.48,S,Ivoire,Coton,Tunique brodée bohème pour un style décontracté.,68,2.01,Tunique,Halloween,20
65e723db2b05f3456f8e3b8c,421,Manteau en laine - Chaud,4.78,XL,Rouge,Laine,Manteau en laine pour rester au chaud avec style.,29,4.5,Manteau,Printemps Fleuri,20
65e723db2b05f3456f8e3b8d,422,Blazer ajusté - Chic,44.19,XXL,Noir,Polyester,Blazer ajusté chic pour un look professionnel.,74,3.43,Blazer,Solde d'été,40
65e723db2b05f3456f8e3b8e,423,Chemise oversize - Oversize,63.25,S,Gris chiné,Coton,Chemise oversize pour un style décontracté.,75,1.48,Chemise,Cadeau Gratuit,5
65e723db2b05f3456f8e3b8f,424,Robe longue fluide - Bohème,23.48,L,Bleu ciel,Viscose,Robe longue fluide pour un style bohème décontracté.,100,3.6,Robe,Promo Flash,30
65e723db2b05f3456f8e3b90,425,Short en lin - Décontracté,70.98,S,Kaki,Lin,Short décontracté en lin pour les journées ensoleillées.,33,3.79,Short,Solde de noël,40
65e723db2b05f3456f8e3b91,426,Chemisier à col lavallière - Classe,30.17,L,Bleu ciel,Soie,Chemisier à col lavallière classe pour un look féminin.,11,2.93,Chemisier,Promo d'Automne,15
65e723db2b05f3456f8e3b92,427,Chemise élégante - Classe,61.05,M,Rose pâle,Coton,Chemise élégante en coton pour un style raffiné.,25,0.91,Chemise,Halloween,20
65e723db2b05f3456f8e3b93,428,T-shirt à manches longues - Décontracté,82.05,L,Blanc,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,19,3.91,T-shirt,Spécial Étudiants,10
65e723db2b05f3456f8e3b94,429,Pull en tricot oversize - Oversize,51.23,S,Rose poudré,Acrylique,Pull en tricot oversize pour un confort maximal.,66,4.17,Pull,Nouvel An,18
65e723db2b05f3456f8e3b95,430,Costume deux pièces - Élégant,71.23,XL,Bordeaux,Laine mélangée,Costume deux pièces élégant pour une allure sophistiquée.,8,3.76,Costume,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3b96,431,Chemise élégante - Classe,7.21,S,Rayures fines,Coton,Chemise élégante en coton pour un style raffiné.,1,2.97,Chemise,Rentrée Scolaire,50
65e723db2b05f3456f8e3b97,432,Jupe plissée - Chic,68.79,M,Blanc,Polyester,Jupe plissée chic pour un look féminin.,9,4.39,Jupe,Rentrée Scolaire,50
65e723db2b05f3456f8e3b98,433,Robe cocktail - Élégant,15.69,S,Argenté,Polyester,Robe cocktail élégante pour les occasions spéciales.,35,1.25,Robe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3b99,434,Short en lin - Décontracté,71.41,XL,Blanc,Lin,Short décontracté en lin pour les journées ensoleillées.,62,2.89,Short,Printemps Fleuri,20
65e723db2b05f3456f8e3b9a,435,Robe de soirée - Élégant,30.3,S,Noir,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,62,3.18,Robe,Fête des Mères,15
65e723db2b05f3456f8e3b9b,436,Jupe plissée - Chic,99.41,M,Rose poudré,Polyester,Jupe plissée chic pour un look féminin.,78,1.33,Jupe,Fête du Travail,10
65e723db2b05f3456f8e3b9c,437,Jupe plissée - Chic,18.89,S,Vert émeraude,Polyester,Jupe plissée chic pour un look féminin.,19,4.31,Jupe,Fête des Mères,15
65e723db2b05f3456f8e3b9d,438,Robe longue fluide - Bohème,73.6,M,Vert olive,Viscose,Robe longue fluide pour un style bohème décontracté.,35,3,Robe,Black Friday,30
65e723db2b05f3456f8e3b9e,439,Costume deux pièces - Élégant,75.78,XL,Marron,Laine mélangée,Costume deux pièces élégant pour une allure sophistiquée.,8,1.6,Costume,Fête du Travail,10
65e723db2b05f3456f8e3b9f,440,Veste en jean - Vintage,31.92,L,Noir,Denim,Veste en jean vintage pour un look rétro.,25,1.46,Denim,Saint-Patrick,20
65e723db2b05f3456f8e3ba0,441,Robe longue fluide - Bohème,85.91,S,Bleu ciel,Viscose,Robe longue fluide pour un style bohème décontracté.,8,2.71,Robe,Black Friday,30
65e723db2b05f3456f8e3ba1,442,Chemise oversize - Oversize,93.87,L,Bleu clair,Coton,Chemise oversize pour un style décontracté.,86,4.25,Chemise,Promo d'Automne,15
65e723db2b05f3456f8e3ba2,443,Veste en velours - Vintage,34.51,M,Bordeaux,Velours,Veste en velours vintage pour une touche rétro.,77,2.61,Veste,Saint-Patrick,20
65e723db2b05f3456f8e3ba3,444,Chemise élégante - Classe,92.97,L,Noir,Coton,Chemise élégante en coton pour un style raffiné.,90,1.06,Chemise,Saint-Patrick,20
65e723db2b05f3456f8e3ba4,445,Robe de soirée - Élégant,59.62,S,Rouge,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,84,2.16,Robe,Spécial Anniversaire,10
65e723db2b05f3456f8e3ba5,446,Veste en velours - Vintage,54.76,L,Bordeaux,Velours,Veste en velours vintage pour une touche rétro.,35,1.72,Veste,Rentrée Scolaire,50
65e723db2b05f3456f8e3ba6,447,Robe longue fluide - Bohème,2.66,L,Rose saumon,Viscose,Robe longue fluide pour un style bohème décontracté.,36,2.64,Robe,Halloween,20
65e723db2b05f3456f8e3ba7,448,Ensemble de jogging - Sportif,49.52,L,Blanc,Polyester,Ensemble de jogging sportif pour un style décontracté.,15,3.27,Sportswear,Black Friday,30
65e723db2b05f3456f8e3ba8,449,Blazer ajusté - Chic,4.56,XXL,Gris anthracite,Polyester,Blazer ajusté chic pour un look professionnel.,30,0.83,Blazer,Semaine du Client,20
65e723db2b05f3456f8e3ba9,450,Robe cocktail - Élégant,1.19,S,Bleu nuit,Polyester,Robe cocktail élégante pour les occasions spéciales.,91,1.7,Robe,Solde d'été,40
65e723db2b05f3456f8e3baa,451,Chemise élégante - Classe,82.19,XL,Noir,Coton,Chemise élégante en coton pour un style raffiné.,17,4.3,Chemise,Cyber Monday,25
65e723db2b05f3456f8e3bab,452,Robe de soirée - Élégant,89.9,XXL,Rouge,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,70,3.33,Robe,Fête du Travail,10
65e723db2b05f3456f8e3bac,453,Blazer ajusté - Chic,5.8,L,Blanc,Polyester,Blazer ajusté chic pour un look professionnel.,29,1.56,Blazer,Spécial Anniversaire,10
